site,period,support,horizon,scope,method,status,RMSE,MAE,bias,SSE,points
Qcells,Alice2018Test,S2,12,power-active,Depthwise convolutional TCN44,diagnostic,0.598581323905436,0.4432877510401762,0.03071618547483015,13462.749220312717,37574
Qcells,Alice2018Test,S2,12,power-active,Discrete recurrent decoder42,diagnostic,0.6346833071195563,0.5101487954140326,-0.2984919939008175,15135.66765723302,37574
Qcells,Alice2018Test,S2,12,power-active,Discrete recurrent decoder43,diagnostic,1.0548571186821343,0.8594146353452228,-0.6586979882446897,41809.47432331078,37574
Qcells,Alice2018Test,S2,12,power-active,Discrete recurrent decoder44,diagnostic,2.283966641172054,1.8154077000692659,-1.6289845012025568,196004.9069422343,37574
Qcells,Alice2018Test,S2,12,power-active,Inverted42,accepted,0.42587639939501454,0.2838217047947172,-0.008774332090330397,6814.822965921887,37574
Qcells,Alice2018Test,S2,12,power-active,Inverted43,accepted,0.4742696879257389,0.34185196342154245,-0.09238776009712069,8451.585081723671,37574
Qcells,Alice2018Test,S2,12,power-active,Inverted44,accepted,0.46426480822189614,0.33739497916829847,-0.0852714864773708,8098.768049848622,37574
Qcells,Alice2018Test,S2,12,power-active,Joint-patch Transformer42,accepted,0.7344633629339892,0.6039028423998166,-0.27044826126788807,20268.78447689186,37574
Qcells,Alice2018Test,S2,12,power-active,Joint-patch Transformer43,accepted,0.8204150362893793,0.6758140109585967,-0.391093047091376,25290.339172914842,37574
Qcells,Alice2018Test,S2,12,power-active,Joint-patch Transformer44,accepted,0.700979138833244,0.573247473752281,-0.3190748369027962,18462.80225020524,37574
Qcells,Alice2018Test,S2,12,low-power,Original A,accepted,0.10689796149258503,0.032733166725146666,-0.00025322088930725893,493.33396332207667,43172
Qcells,Alice2018Test,S2,12,low-power,Original B,accepted,0.057616055357446766,0.023093870193418586,0.0110118025211141,143.31419579456372,43172
Qcells,Alice2018Test,S2,12,low-power,Expanded A,accepted,0.10689796149258503,0.032733166725146666,-0.00025322088930725893,493.33396332207667,43172
Qcells,Alice2018Test,S2,12,low-power,Expanded B,accepted,0.11081821486554926,0.04428322008124469,0.024654880355643633,530.1813764777526,43172
Qcells,Alice2018Test,S2,12,low-power,Daily,accepted,0.0010679202088644923,0.00013963676720647137,-8.453315567785225e-05,0.049235661632020984,43172
Qcells,Alice2018Test,S2,12,low-power,Last-value,accepted,0.12488377621611456,0.019348106715016127,0.01878453473861962,673.3086798665164,43172
Qcells,Alice2018Test,S2,12,low-power,Depthwise convolutional TCN42,diagnostic,0.1526143392914668,0.09598611339641443,0.06326958846321624,1005.5249474548185,43172
Qcells,Alice2018Test,S2,12,low-power,Depthwise convolutional TCN43,diagnostic,0.12071789618077627,0.078897636849175,-0.024646783558246326,629.1373731062749,43172
Qcells,Alice2018Test,S2,12,low-power,Depthwise convolutional TCN44,diagnostic,0.09087958754037681,0.05041640232896157,0.008391964619889355,356.5618406571071,43172
